period;year;kunta;name;households;paid_eur
201812;2018;000;Koko maa;376529;123347500.14
201812;2018;005;Alajärvi;203;62960.39
201812;2018;009;Alavieska;63;17666.14
201812;2018;010;Alavus;348;105893.36
201812;2018;016;Asikkala;248;70242.48
201812;2018;018;Askola;82;25312.66
201812;2018;019;Aura;110;32319.91
201812;2018;020;Akaa;604;174581.72
201812;2018;043;Eckerö;13;3217.97
201812;2018;046;Enonkoski;36;9137.17
201812;2018;047;Enontekiö;35;9530.21
201812;2018;049;Espoo;18747;7702727.07
201812;2018;050;Eura;267;74234.34
201812;2018;051;Eurajoki;184;51867.97
201812;2018;052;Evijärvi;32;9534.95
201812;2018;060;Finström;33;14526.47
201812;2018;061;Forssa;1115;307809.23
201812;2018;065;Geta;7;2244.24
201812;2018;069;Haapajärvi;233;67442.22
201812;2018;071;Haapavesi;228;70137.49
201812;2018;072;Hailuoto;13;3549.27
201812;2018;074;Halsua;17;4365.73
201812;2018;075;Hamina;803;217331.26
201812;2018;076;Hammarland;28;11041.24
201812;2018;077;Hankasalmi;144;38562.3
201812;2018;078;Hanko;312;87038.41
201812;2018;079;Harjavalta;350;101484.41
201812;2018;081;Hartola;107;26792.28
201812;2018;082;Hattula;247;68421.23
201812;2018;086;Hausjärvi;176;56612.4
201812;2018;090;Heinävesi;87;24011.75
201812;2018;091;Helsinki;64993;25920364.99
201812;2018;092;Vantaa;17252;7238683.8
201812;2018;097;Hirvensalmi;46;14858.27
201812;2018;098;Hollola;657;195168.84
201812;2018;099;Honkajoki;37;9334.7
201812;2018;102;Huittinen;359;102930.94
201812;2018;103;Humppila;58;15520.83
201812;2018;105;Hyrynsalmi;46;10632.55
201812;2018;106;Hyvinkää;2647;872212.37
201812;2018;108;Hämeenkyrö;295;79334.67
201812;2018;109;Hämeenlinna;4449;1435775.15
201812;2018;111;Heinola;1048;290257.21
201812;2018;139;Ii;268;84498.53
201812;2018;140;Iisalmi;1295;365211.24
201812;2018;142;Iitti;217;63008.06
201812;2018;143;Ikaalinen;365;105107.98
201812;2018;145;Ilmajoki;334;100638.07
201812;2018;146;Ilomantsi;156;41817.33
201812;2018;148;Inari;199;56318.39
201812;2018;149;Inkoo;95;24364.38
201812;2018;151;Isojoki;41;9613.6
201812;2018;152;Isokyrö;115;35985.86
201812;2018;153;Imatra;1629;471986.73
201812;2018;165;Janakkala;529;158691.96
201812;2018;167;Joensuu;10331;3181736.78
201812;2018;169;Jokioinen;130;40167.57
201812;2018;170;Jomala;43;18011.3
201812;2018;171;Joroinen;127;36017.26
201812;2018;172;Joutsa;147;41078.06
201812;2018;176;Juuka;163;43855.1
201812;2018;177;Juupajoki;53;15451.86
201812;2018;178;Juva;139;39904.75
201812;2018;179;Jyväskylä;18903;5901993.77
201812;2018;181;Jämijärvi;22;6287.54
201812;2018;182;Jämsä;912;259013.43
201812;2018;186;Järvenpää;2502;828091.63
201812;2018;199;Tuntematon;6;-2333588.29
201812;2018;202;Kaarina;982;302692.72
201812;2018;204;Kaavi;102;28337.71
201812;2018;205;Kajaani;2944;898981.1
201812;2018;208;Kalajoki;289;85906.78
201812;2018;211;Kangasala;954;282666.84
201812;2018;213;Kangasniemi;146;43887.64
201812;2018;214;Kankaanpää;572;155953.52
201812;2018;216;Kannonkoski;29;7876.2
201812;2018;217;Kannus;168;49287.97
201812;2018;218;Karijoki;22;6040.79
201812;2018;224;Karkkila;310;96039.21
201812;2018;226;Karstula;105;26789.51
201812;2018;230;Karvia;57;12962.63
201812;2018;231;Kaskinen;19;4987.78
201812;2018;232;Kauhajoki;556;164031.59
201812;2018;233;Kauhava;371;109774.91
201812;2018;235;Kauniainen;326;139468.17
201812;2018;236;Kaustinen;126;35838.43
201812;2018;239;Keitele;49;11632.89
201812;2018;240;Kemi;1612;465424.3
201812;2018;241;Keminmaa;228;62903.24
201812;2018;244;Kempele;538;152138.88
201812;2018;245;Kerava;2361;815887.84
201812;2018;249;Keuruu;408;120288.78
201812;2018;250;Kihniö;42;11587.27
201812;2018;256;Kinnula;36;9362.01
201812;2018;257;Kirkkonummi;1493;517190.55
201812;2018;260;Kitee;362;100377.98
201812;2018;261;Kittilä;148;39205.24
201812;2018;263;Kiuruvesi;312;82280.42
201812;2018;265;Kivijärvi;25;5943.89
201812;2018;271;Kokemäki;271;74124.07
201812;2018;272;Kokkola;2429;696167.12
201812;2018;273;Kolari;81;20252.77
201812;2018;275;Konnevesi;75;22269.22
201812;2018;276;Kontiolahti;390;115065.85
201812;2018;280;Korsnäs;34;7676
201812;2018;284;Koski Tl;44;12427.81
201812;2018;285;Kotka;4154;1193446.12
201812;2018;286;Kouvola;4638;1408699.32
201812;2018;287;Kristiinankaupunki;116;33494.82
201812;2018;288;Kruunupyy;68;19744.49
201812;2018;290;Kuhmo;249;61371.3
201812;2018;291;Kuhmoinen;66;16548.2
201812;2018;297;Kuopio;11937;3771233.21
201812;2018;300;Kuortane;106;26324.94
201812;2018;301;Kurikka;585;162539.16
201812;2018;304;Kustavi;16;1316.91
201812;2018;305;Kuusamo;577;170833.02
201812;2018;309;Outokumpu;556;152946.94
201812;2018;312;Kyyjärvi;22;5630.51
201812;2018;316;Kärkölä;145;48094.13
201812;2018;317;Kärsämäki;71;19279.4
201812;2018;318;Kökar;4;995.86
201812;2018;320;Kemijärvi;212;58394.46
201812;2018;322;Kemiönsaari;165;47361.43
201812;2018;398;Lahti;10865;3539643.47
201812;2018;399;Laihia;153;44006.56
201812;2018;400;Laitila;188;56524.14
201812;2018;402;Lapinlahti;363;100838.93
201812;2018;403;Lappajärvi;41;12724.54
201812;2018;405;Lappeenranta;6789;2065721.64
201812;2018;407;Lapinjärvi;72;19229.77
201812;2018;408;Lapua;397;116648.91
201812;2018;410;Laukaa;539;157040.9
201812;2018;416;Lemi;57;16563.86
201812;2018;417;Lemland;17;8949.19
201812;2018;418;Lempäälä;712;221251.59
201812;2018;420;Leppävirta;268;77917.74
201812;2018;421;Lestijärvi;15;4386.88
201812;2018;422;Lieksa;560;145492.83
201812;2018;423;Lieto;346;103090.6
201812;2018;425;Liminka;185;60128.41
201812;2018;426;Liperi;436;129676.32
201812;2018;430;Loimaa;583;158526.85
201812;2018;433;Loppi;124;39257.78
201812;2018;434;Loviisa;556;157798.85
201812;2018;435;Luhanka;6;1076.53
201812;2018;436;Lumijoki;46;16316.27
201812;2018;440;Luoto;36;12511.96
201812;2018;441;Luumäki;108;27817.35
201812;2018;444;Lohja;1977;655115.1
201812;2018;445;Parainen;347;98184.98
201812;2018;475;Maalahti;90;23049.18
201812;2018;478;Maarianhamina;330;126639.84
201812;2018;480;Marttila;49;14723.59
201812;2018;481;Masku;106;29359.99
201812;2018;483;Merijärvi;25;7040.76
201812;2018;484;Merikarvia;67;16830.65
201812;2018;489;Miehikkälä;37;9799.64
201812;2018;491;Mikkeli;3890;1220782.94
201812;2018;494;Muhos;301;93472.58
201812;2018;495;Multia;50;11320.21
201812;2018;498;Muonio;41;11240.21
201812;2018;499;Mustasaari;275;82847.81
201812;2018;500;Muurame;282;87737
201812;2018;503;Mynämäki;154;40909.27
201812;2018;504;Myrskylä;48;15175.27
201812;2018;505;Mäntsälä;511;154153.61
201812;2018;507;Mäntyharju;170;49085.5
201812;2018;508;Mänttä-Vilppula;413;117818.34
201812;2018;529;Naantali;595;170770.52
201812;2018;531;Nakkila;202;58305.91
201812;2018;535;Nivala;296;87785.91
201812;2018;536;Nokia;1373;428783.96
201812;2018;538;Nousiainen;61;18047.78
201812;2018;541;Nurmes;285;74723.43
201812;2018;543;Nurmijärvi;1247;434724.71
201812;2018;545;Närpiö;107;29092.11
201812;2018;560;Orimattila;544;161200.24
201812;2018;561;Oripää;31;9307.13
201812;2018;562;Orivesi;309;90764.76
201812;2018;563;Oulainen;300;82566.07
201812;2018;564;Oulu;21556;6719433.65
201812;2018;576;Padasjoki;57;14683.12
201812;2018;577;Paimio;323;91362.86
201812;2018;578;Paltamo;118;29533.34
201812;2018;580;Parikkala;107;24845.37
201812;2018;581;Parkano;189;51802.39
201812;2018;583;Pelkosenniemi;23;7590.15
201812;2018;584;Perho;57;17691.7
201812;2018;588;Pertunmaa;35;8883.34
201812;2018;592;Petäjävesi;115;32109.32
201812;2018;593;Pieksämäki;898;238943.82
201812;2018;595;Pielavesi;122;35438.14
201812;2018;598;Pietarsaari;861;268365.88
201812;2018;599;Pedersören kunta;94;30453.05
201812;2018;601;Pihtipudas;125;29339.88
201812;2018;604;Pirkkala;634;191435.15
201812;2018;607;Polvijärvi;139;38898.88
201812;2018;608;Pomarkku;59;16902.5
201812;2018;609;Pori;6346;1986209.38
201812;2018;611;Pornainen;48;19118.79
201812;2018;614;Posio;51;14745.92
201812;2018;615;Pudasjärvi;244;70841.25
201812;2018;616;Pukkila;40;11688.75
201812;2018;619;Punkalaidun;76;20880.68
201812;2018;620;Puolanka;73;18940.27
201812;2018;623;Puumala;34;8714.7
201812;2018;624;Pyhtää;125;34890.99
201812;2018;625;Pyhäjoki;54;16493.99
201812;2018;626;Pyhäjärvi;145;39166.85
201812;2018;630;Pyhäntä;22;6742.85
201812;2018;631;Pyhäranta;25;6886.93
201812;2018;635;Pälkäne;141;39795.61
201812;2018;636;Pöytyä;172;46666.35
201812;2018;638;Porvoo;2312;768892.07
201812;2018;678;Raahe;1086;314604.17
201812;2018;680;Raisio;1141;376635.85
201812;2018;681;Rantasalmi;87;23070.75
201812;2018;683;Ranua;109;31153.74
201812;2018;684;Rauma;2169;599553.25
201812;2018;686;Rautalampi;131;41275.22
201812;2018;687;Rautavaara;42;11496.09
201812;2018;689;Rautjärvi;80;21368.03
201812;2018;691;Reisjärvi;56;15573.91
201812;2018;694;Riihimäki;1864;611495.48
201812;2018;697;Ristijärvi;19;5455.22
201812;2018;698;Rovaniemi;6268;1954062.08
201812;2018;700;Ruokolahti;97;24665.72
201812;2018;702;Ruovesi;108;29579.36
201812;2018;704;Rusko;54;18491.54
201812;2018;707;Rääkkylä;56;14412.19
201812;2018;710;Raasepori;1182;350502.4
201812;2018;729;Saarijärvi;413;118814.14
201812;2018;732;Salla;81;21850.49
201812;2018;734;Salo;2338;670472.28
201812;2018;736;Saltvik;19;6161.83
201812;2018;738;Sauvo;43;11854.85
201812;2018;739;Savitaipale;62;16066.94
201812;2018;740;Savonlinna;1952;549757.41
201812;2018;742;Savukoski;17;4232.24
201812;2018;743;Seinäjoki;4816;1519076.8
201812;2018;746;Sievi;133;42060.81
201812;2018;747;Siikainen;25;6904.43
201812;2018;748;Siikajoki;120;36365.83
201812;2018;749;Siilinjärvi;631;182648.59
201812;2018;751;Simo;48;12501.15
201812;2018;753;Sipoo;467;153564.9
201812;2018;755;Siuntio;130;41432.9
201812;2018;758;Sodankylä;217;58450.3
201812;2018;759;Soini;42;13840.37
201812;2018;761;Somero;243;67791.21
201812;2018;762;Sonkajärvi;115;31521.66
201812;2018;765;Sotkamo;394;110198.72
201812;2018;768;Sulkava;52;11606.33
201812;2018;771;Sund;5;2659.94
201812;2018;777;Suomussalmi;187;48418.11
201812;2018;778;Suonenjoki;260;76262.48
201812;2018;781;Sysmä;91;25973.86
201812;2018;783;Säkylä;134;34801.06
201812;2018;785;Vaala;90;22696.69
201812;2018;790;Sastamala;873;242496.8
201812;2018;791;Siikalatva;113;26789.36
201812;2018;831;Taipalsaari;78;18075.88
201812;2018;832;Taivalkoski;117;31728.36
201812;2018;833;Taivassalo;18;4264.56
201812;2018;834;Tammela;215;59492.23
201812;2018;837;Tampere;30838;9710070.77
201812;2018;844;Tervo;29;8058.35
201812;2018;845;Tervola;85;25777.07
201812;2018;846;Teuva;112;29785.27
201812;2018;848;Tohmajärvi;142;40124.71
201812;2018;849;Toholampi;63;19211.62
201812;2018;850;Toivakka;44;12371.84
201812;2018;851;Tornio;1147;338164
201812;2018;853;Turku;25327;7965500.64
201812;2018;854;Pello;62;15515.94
201812;2018;857;Tuusniemi;79;19864.21
201812;2018;858;Tuusula;999;336129.96
201812;2018;859;Tyrnävä;126;43474.99
201812;2018;886;Ulvila;384;115457.67
201812;2018;887;Urjala;205;56289.57
201812;2018;889;Utajärvi;69;17926.37
201812;2018;890;Utsjoki;19;3932.95
201812;2018;892;Uurainen;87;25976.3
201812;2018;893;Uusikaarlepyy;111;31788.11
201812;2018;895;Uusikaupunki;428;111645.76
201812;2018;905;Vaasa;8208;2582007.5
201812;2018;908;Valkeakoski;953;270015.57
201812;2018;911;Valtimo;40;9537.27
201812;2018;915;Varkaus;1310;362444.68
201812;2018;918;Vehmaa;39;11768.28
201812;2018;921;Vesanto;50;12179.62
201812;2018;922;Vesilahti;61;16688.23
201812;2018;924;Veteli;39;10883.04
201812;2018;925;Vieremä;88;24286.26
201812;2018;927;Vihti;1070;360435.47
201812;2018;931;Viitasaari;211;59470.09
201812;2018;934;Vimpeli;64;14679.38
201812;2018;935;Virolahti;80;22853.48
201812;2018;936;Virrat;210;55818.93
201812;2018;941;Vårdö;5;2371.95
201812;2018;946;Vöyri;150;36450.3
201812;2018;976;Ylitornio;79;20506.78
201812;2018;977;Ylivieska;745;212711.52
201812;2018;980;Ylöjärvi;932;289514.56
201812;2018;981;Ypäjä;67;20413.97
201812;2018;989;Ähtäri;198;57605.83
201812;2018;992;Äänekoski;908;257756.7
201912;2019;000;Koko maa;379667;125958041.89
201912;2019;005;Alajärvi;207;64223.16
201912;2019;009;Alavieska;60;18136.64
201912;2019;010;Alavus;339;95894.13
201912;2019;016;Asikkala;239;69994.45
201912;2019;018;Askola;88;28528.09
201912;2019;019;Aura;102;30315.64
201912;2019;020;Akaa;585;171642.59
201912;2019;043;Eckerö;13;4194.82
201912;2019;046;Enonkoski;39;10122.01
201912;2019;047;Enontekiö;41;14270.65
201912;2019;049;Espoo;19610;8081029.7
201912;2019;050;Eura;278;77275.16
201912;2019;051;Eurajoki;160;42678.56
201912;2019;052;Evijärvi;26;7208.69
201912;2019;060;Finström;51;15451.46
201912;2019;061;Forssa;1125;317947.84
201912;2019;065;Geta;8;2508.19
201912;2019;069;Haapajärvi;209;63479.79
201912;2019;071;Haapavesi;211;66110.29
201912;2019;072;Hailuoto;13;3160.94
201912;2019;074;Halsua;17;4275.53
201912;2019;075;Hamina;763;209565.36
201912;2019;076;Hammarland;35;11285.7
201912;2019;077;Hankasalmi;147;40054.17
201912;2019;078;Hanko;283;78543.17
201912;2019;079;Harjavalta;335;99474.51
201912;2019;081;Hartola;102;28188.98
201912;2019;082;Hattula;231;62609.56
201912;2019;086;Hausjärvi;180;50747.63
201912;2019;090;Heinävesi;85;22632.3
201912;2019;091;Helsinki;65958;26346386.68
201912;2019;092;Vantaa;17798;7625634.82
201912;2019;097;Hirvensalmi;52;16378.12
201912;2019;098;Hollola;652;185531.45
201912;2019;099;Honkajoki;35;10063.14
201912;2019;102;Huittinen;351;100761.76
201912;2019;103;Humppila;58;19362.36
201912;2019;105;Hyrynsalmi;36;9363.4
201912;2019;106;Hyvinkää;2595;862435.44
201912;2019;108;Hämeenkyrö;292;85421.79
201912;2019;109;Hämeenlinna;4457;1463157.88
201912;2019;111;Heinola;1042;290362.44
201912;2019;139;Ii;257;81974.77
201912;2019;140;Iisalmi;1278;354536.48
201912;2019;142;Iitti;220;61852.93
201912;2019;143;Ikaalinen;353;104254.02
201912;2019;145;Ilmajoki;315;89437.75
201912;2019;146;Ilomantsi;154;36735.23
201912;2019;148;Inari;183;50107.76
201912;2019;149;Inkoo;79;21004.1
201912;2019;151;Isojoki;36;8961.75
201912;2019;152;Isokyrö;103;29169.84
201912;2019;153;Imatra;1525;429648.47
201912;2019;165;Janakkala;524;153864.61
201912;2019;167;Joensuu;10466;3275374.38
201912;2019;169;Jokioinen;110;34720.87
201912;2019;170;Jomala;44;14485.08
201912;2019;171;Joroinen;120;35255.91
201912;2019;172;Joutsa;147;37919.5
201912;2019;176;Juuka;147;39787.64
201912;2019;177;Juupajoki;47;15622.77
201912;2019;178;Juva;147;36929.07
201912;2019;179;Jyväskylä;19197;6060735.03
201912;2019;181;Jämijärvi;17;4152.38
201912;2019;182;Jämsä;894;247335.48
201912;2019;186;Järvenpää;2519;835201.71
201912;2019;199;Tuntematon;10;-2026933.1
201912;2019;202;Kaarina;933;291097.85
201912;2019;204;Kaavi;101;28155.15
201912;2019;205;Kajaani;2875;901574.65
201912;2019;208;Kalajoki;280;82133.45
201912;2019;211;Kangasala;982;292415.42
201912;2019;213;Kangasniemi;161;42801.8
201912;2019;214;Kankaanpää;575;155828.77
201912;2019;216;Kannonkoski;20;4210.89
201912;2019;217;Kannus;173;46768.62
201912;2019;218;Karijoki;20;5439.75
201912;2019;224;Karkkila;368;105620.61
201912;2019;226;Karstula;103;27025.53
201912;2019;230;Karvia;66;15672.14
201912;2019;231;Kaskinen;17;4082.01
201912;2019;232;Kauhajoki;562;164154.47
201912;2019;233;Kauhava;351;102502.21
201912;2019;235;Kauniainen;349;143635.94
201912;2019;236;Kaustinen;141;38841.6
201912;2019;239;Keitele;51;12428.35
201912;2019;240;Kemi;1522;448063.78
201912;2019;241;Keminmaa;194;52341.33
201912;2019;244;Kempele;513;156356.5
201912;2019;245;Kerava;2439;845718.18
201912;2019;249;Keuruu;418;114752.61
201912;2019;250;Kihniö;29;10255.85
201912;2019;256;Kinnula;33;9355.07
201912;2019;257;Kirkkonummi;1589;546338.73
201912;2019;260;Kitee;363;99425.64
201912;2019;261;Kittilä;152;41955.83
201912;2019;263;Kiuruvesi;304;83167.66
201912;2019;265;Kivijärvi;25;6974.94
201912;2019;271;Kokemäki;277;77069.93
201912;2019;272;Kokkola;2395;704028.8
201912;2019;273;Kolari;60;18609.81
201912;2019;275;Konnevesi;67;22589.21
201912;2019;276;Kontiolahti;390;118582.44
201912;2019;280;Korsnäs;27;6627.11
201912;2019;284;Koski Tl;45;12948.21
201912;2019;285;Kotka;4019;1154882.36
201912;2019;286;Kouvola;4539;1404100.61
201912;2019;287;Kristiinankaupunki;121;33654.25
201912;2019;288;Kruunupyy;55;18780.2
201912;2019;290;Kuhmo;235;61782.91
201912;2019;291;Kuhmoinen;70;16555.53
201912;2019;297;Kuopio;12003;3827086.85
201912;2019;300;Kuortane;143;34970.67
201912;2019;301;Kurikka;567;162972.8
201912;2019;304;Kustavi;18;5250.91
201912;2019;305;Kuusamo;582;170903.1
201912;2019;309;Outokumpu;532;151085.42
201912;2019;312;Kyyjärvi;21;5092.55
201912;2019;316;Kärkölä;166;50863.85
201912;2019;317;Kärsämäki;80;20747.12
201912;2019;320;Kemijärvi;205;54311.56
201912;2019;322;Kemiönsaari;156;48820.87
201912;2019;398;Lahti;11110;3623619.76
201912;2019;399;Laihia;166;48999.97
201912;2019;400;Laitila;188;57567.98
201912;2019;402;Lapinlahti;370;99577.66
201912;2019;403;Lappajärvi;42;11405.72
201912;2019;405;Lappeenranta;6895;2101677.82
201912;2019;407;Lapinjärvi;74;20742.36
201912;2019;408;Lapua;415;131207.79
201912;2019;410;Laukaa;527;166261.65
201912;2019;416;Lemi;55;15203.88
201912;2019;417;Lemland;21;7747.45
201912;2019;418;Lempäälä;757;239920.5
201912;2019;420;Leppävirta;274;80936.91
201912;2019;421;Lestijärvi;18;5154.83
201912;2019;422;Lieksa;524;134710.82
201912;2019;423;Lieto;354;106016.6
201912;2019;425;Liminka;192;70909.26
201912;2019;426;Liperi;424;127297.24
201912;2019;430;Loimaa;596;161206.28
201912;2019;433;Loppi;112;34634.51
201912;2019;434;Loviisa;554;154029.38
201912;2019;435;Luhanka;6;1169.34
201912;2019;436;Lumijoki;39;13359.69
201912;2019;440;Luoto;40;13718.66
201912;2019;441;Luumäki;122;33439.08
201912;2019;444;Lohja;1941;654223.74
201912;2019;445;Parainen;336;96896.43
201912;2019;475;Maalahti;95;23776.66
201912;2019;478;Maarianhamina;346;118728.79
201912;2019;480;Marttila;47;13353.17
201912;2019;481;Masku;88;26519.85
201912;2019;483;Merijärvi;29;7733.49
201912;2019;484;Merikarvia;70;18069.73
201912;2019;489;Miehikkälä;37;10573.04
201912;2019;491;Mikkeli;3820;1196551.93
201912;2019;494;Muhos;295;87067.7
201912;2019;495;Multia;50;12789.59
201912;2019;498;Muonio;43;12710.68
201912;2019;499;Mustasaari;275;83823.13
201912;2019;500;Muurame;271;83810.05
201912;2019;503;Mynämäki;151;45230.44
201912;2019;504;Myrskylä;46;15732.56
201912;2019;505;Mäntsälä;508;152251.54
201912;2019;507;Mäntyharju;171;49517.78
201912;2019;508;Mänttä-Vilppula;418;116729.72
201912;2019;529;Naantali;589;169422.43
201912;2019;531;Nakkila;187;52716.53
201912;2019;535;Nivala;305;88293.36
201912;2019;536;Nokia;1348;421129.05
201912;2019;538;Nousiainen;57;18374.72
201912;2019;541;Nurmes;301;76909.98
201912;2019;543;Nurmijärvi;1299;443206.46
201912;2019;545;Närpiö;115;28515.22
201912;2019;560;Orimattila;532;160023.94
201912;2019;561;Oripää;31;8059.91
201912;2019;562;Orivesi;315;94564.58
201912;2019;563;Oulainen;302;85091.84
201912;2019;564;Oulu;21784;6972371.19
201912;2019;576;Padasjoki;52;12728.47
201912;2019;577;Paimio;318;92133.07
201912;2019;578;Paltamo;98;27050.13
201912;2019;580;Parikkala;111;25177.43
201912;2019;581;Parkano;176;51957.79
201912;2019;583;Pelkosenniemi;21;6124.23
201912;2019;584;Perho;48;15427
201912;2019;588;Pertunmaa;43;10267.41
201912;2019;592;Petäjävesi;96;26146.96
201912;2019;593;Pieksämäki;855;238314.55
201912;2019;595;Pielavesi;132;38988.15
201912;2019;598;Pietarsaari;864;253062.29
201912;2019;599;Pedersören kunta;84;26534.42
201912;2019;601;Pihtipudas;142;38114.18
201912;2019;604;Pirkkala;613;187574.69
201912;2019;607;Polvijärvi;134;37136.94
201912;2019;608;Pomarkku;42;13199.23
201912;2019;609;Pori;6527;2030402.99
201912;2019;611;Pornainen;50;17758.61
201912;2019;614;Posio;57;14231.79
201912;2019;615;Pudasjärvi;234;76719.22
201912;2019;616;Pukkila;44;12013.02
201912;2019;619;Punkalaidun;63;17797.83
201912;2019;620;Puolanka;75;21342.31
201912;2019;623;Puumala;42;11354.43
201912;2019;624;Pyhtää;113;29433.89
201912;2019;625;Pyhäjoki;55;17500.7
201912;2019;626;Pyhäjärvi;147;42672.33
201912;2019;630;Pyhäntä;23;6273.38
201912;2019;631;Pyhäranta;23;5692.06
201912;2019;635;Pälkäne;116;33275.87
201912;2019;636;Pöytyä;159;45758.69
201912;2019;638;Porvoo;2284;764927.53
201912;2019;678;Raahe;1086;316354.7
201912;2019;680;Raisio;1044;349766.35
201912;2019;681;Rantasalmi;90;25483.46
201912;2019;683;Ranua;99;31289.56
201912;2019;684;Rauma;2166;610295.97
201912;2019;686;Rautalampi;136;38762.48
201912;2019;687;Rautavaara;39;10635.48
201912;2019;689;Rautjärvi;80;21711.99
201912;2019;691;Reisjärvi;44;11891.1
201912;2019;694;Riihimäki;1876;617223.42
201912;2019;697;Ristijärvi;20;4874.36
201912;2019;698;Rovaniemi;6129;1948655
201912;2019;700;Ruokolahti;101;27143.28
201912;2019;702;Ruovesi;137;36148.41
201912;2019;704;Rusko;65;19036.69
201912;2019;707;Rääkkylä;51;13397.75
201912;2019;710;Raasepori;1143;348261.04
201912;2019;729;Saarijärvi;392;111315.54
201912;2019;732;Salla;69;17886.2
201912;2019;734;Salo;2300;650547.61
201912;2019;736;Saltvik;26;8524.94
201912;2019;738;Sauvo;47;12454.11
201912;2019;739;Savitaipale;64;17038.11
201912;2019;740;Savonlinna;1956;535399.53
201912;2019;742;Savukoski;24;4854.31
201912;2019;743;Seinäjoki;4720;1497899.44
201912;2019;746;Sievi;127;36229.89
201912;2019;747;Siikainen;24;6922.91
201912;2019;748;Siikajoki;112;35042.81
201912;2019;749;Siilinjärvi;650;196313.72
201912;2019;751;Simo;47;10132.71
201912;2019;753;Sipoo;529;172827.38
201912;2019;755;Siuntio;137;46057.96
201912;2019;758;Sodankylä;170;51073.62
201912;2019;759;Soini;35;10783.04
201912;2019;761;Somero;226;64939.09
201912;2019;762;Sonkajärvi;108;27909.62
201912;2019;765;Sotkamo;415;121507.22
201912;2019;768;Sulkava;57;14121.92
201912;2019;771;Sund;7;1584.43
201912;2019;777;Suomussalmi;187;52537.67
201912;2019;778;Suonenjoki;267;77137.35
201912;2019;781;Sysmä;84;23812.44
201912;2019;783;Säkylä;140;36886.71
201912;2019;785;Vaala;81;22885.56
201912;2019;790;Sastamala;890;257583.21
201912;2019;791;Siikalatva;110;32198.42
201912;2019;831;Taipalsaari;65;18181.94
201912;2019;832;Taivalkoski;105;31641.77
201912;2019;833;Taivassalo;22;4944.99
201912;2019;834;Tammela;196;56491.72
201912;2019;837;Tampere;31594;10064467.82
201912;2019;844;Tervo;28;7403.94
201912;2019;845;Tervola;71;21874.57
201912;2019;846;Teuva;99;27807.2
201912;2019;848;Tohmajärvi;144;39810.04
201912;2019;849;Toholampi;67;19330.14
201912;2019;850;Toivakka;39;11730.45
201912;2019;851;Tornio;1054;322631.64
201912;2019;853;Turku;25823;8186434.03
201912;2019;854;Pello;53;14712.37
201912;2019;857;Tuusniemi;75;18981.37
201912;2019;858;Tuusula;989;330886.72
201912;2019;859;Tyrnävä;115;44981.75
201912;2019;886;Ulvila;416;124705.41
201912;2019;887;Urjala;185;53683.8
201912;2019;889;Utajärvi;64;18281.96
201912;2019;890;Utsjoki;22;6278.53
201912;2019;892;Uurainen;72;22439.32
201912;2019;893;Uusikaarlepyy;115;36537.19
201912;2019;895;Uusikaupunki;413;114068.35
201912;2019;905;Vaasa;8235;2611224.21
201912;2019;908;Valkeakoski;914;266366.37
201912;2019;911;Valtimo;43;10110.36
201912;2019;915;Varkaus;1279;360718.5
201912;2019;918;Vehmaa;41;12866.27
201912;2019;921;Vesanto;46;11401.79
201912;2019;922;Vesilahti;61;17750.15
201912;2019;924;Veteli;33;10018.08
201912;2019;925;Vieremä;83;24313.79
201912;2019;927;Vihti;1062;360888.43
201912;2019;931;Viitasaari;204;57288.67
201912;2019;934;Vimpeli;59;12382.77
201912;2019;935;Virolahti;88;23019.07
201912;2019;936;Virrat;198;56956.38
201912;2019;941;Vårdö;4;1245.2
201912;2019;946;Vöyri;153;37075.56
201912;2019;976;Ylitornio;83;24677.53
201912;2019;977;Ylivieska;701;203394.94
201912;2019;980;Ylöjärvi;884;285078.02
201912;2019;981;Ypäjä;63;17118.22
201912;2019;989;Ähtäri;183;54074.88
201912;2019;992;Äänekoski;917;264095.39
202012;2020;000;Koko maa;402559;134578666.29
202012;2020;005;Alajärvi;230;72269.22
202012;2020;009;Alavieska;57;19295.74
202012;2020;010;Alavus;343;100121.85
202012;2020;016;Asikkala;254;75406.88
202012;2020;018;Askola;94;30673.7
202012;2020;019;Aura;88;25066.13
202012;2020;020;Akaa;609;181000.1
202012;2020;035;Brändö;5;1263.22
202012;2020;043;Eckerö;12;4780.55
202012;2020;046;Enonkoski;38;9595
202012;2020;047;Enontekiö;38;13925.2
202012;2020;049;Espoo;21222;8868616
202012;2020;050;Eura;277;78297.74
202012;2020;051;Eurajoki;154;45536.4
202012;2020;052;Evijärvi;33;9529.37
202012;2020;060;Finström;40;12656.09
202012;2020;061;Forssa;1191;334009.92
202012;2020;062;Föglö;4;1536.78
202012;2020;065;Geta;11;3404.01
202012;2020;069;Haapajärvi;232;63832.48
202012;2020;071;Haapavesi;217;61704.96
202012;2020;072;Hailuoto;18;5299.12
202012;2020;074;Halsua;22;4367.68
202012;2020;075;Hamina;749;202422.21
202012;2020;076;Hammarland;32;10893.89
202012;2020;077;Hankasalmi;150;37792.81
202012;2020;078;Hanko;281;87138.32
202012;2020;079;Harjavalta;356;97940.27
202012;2020;081;Hartola;93;26032.7
202012;2020;082;Hattula;228;63577.54
